,Date,Specimen.ID,uid,Plant.ID,Species,Lanai.Side,Treatment,Treatment2,Temp...C.,RLC.Order,RLC.Day,Run,deltaNPQ,rETRmax,ETRmax,alpha.1,alpha.2,alpha.3,alpha.4,ek.1,ek.2,ek.3,ek.4
39,9/20/21,ul5-3,2021-09-20_ul5-3,5,ul,ewa,3,3,20,5,1,1,0.477,83.58,35.1,0.586,0.062,9.438,0,136.5,18.2,7.5,0
40,9/20/21,ul5-4,2021-09-20_ul5-4,5,ul,ewa,4,4,20,5,1,1,0.371,85.28,35.82,0.503,0.044,11.337,0,156.8,17.8,8.8,0
41,9/20/21,hm6-1,2021-09-20_hm6-1,6,hm,ewa,1,1,20,6,1,1,0.89,137.76,57.86,0.723,0.07,10.28,0,179.7,23.3,7.7,0
42,9/20/21,hm6-2,2021-09-20_hm6-2,6,hm,ewa,2,2,20,6,1,1,0.841,110.88,46.57,0.858,0.086,9.953,0,126,15.7,8,0
43,9/20/21,hm6-3,2021-09-20_hm6-3,6,hm,ewa,3,3,20,6,1,1,0.658,76.26,32.03,0.731,0.106,6.916,0,90.1,15.4,5.8,0
44,9/20/21,hm6-4,2021-09-20_hm6-4,6,hm,ewa,4,4,20,6,1,1,0.892,83.22,34.95,0.84,0.06,13.885,0,96.7,8.3,11.6,0
45,9/20/21,ul6-1,2021-09-20_ul6-1,6,ul,ewa,1,1,20,6,1,1,0.622,86.1,36.16,0.589,0.04,14.665,0,143.8,12.4,11.6,0
46,9/20/21,ul6-2,2021-09-20_ul6-2,6,ul,ewa,2,2,20,6,1,1,0.395,61.32,25.75,0.594,0.077,7.69,0,96.2,14.9,6.4,0
47,9/20/21,ul6-3,2021-09-20_ul6-3,6,ul,ewa,3,3,20,6,1,1,0.586,99.12,41.63,0.637,0.053,11.934,0,155.7,16.8,9.3,0
48,9/20/21,ul6-4,2021-09-20_ul6-4,6,ul,ewa,4,4,20,6,1,1,0.644,82,34.44,0.549,0.038,14.481,0,155.3,13.8,11.3,0
49,9/21/21,hm1-1,2021-09-21_hm1-1,7,hm,diamond,1,1,20,1,1,1,0.949,108.24,45.46,0.732,0.019,38.322,0,146.1,4.8,30.1,0
50,9/21/21,hm1-2,2021-09-21_hm1-2,7,hm,diamond,2,2,20,1,1,1,0.954,54.12,22.73,1.132,0.115,9.86,0,45.6,5.1,9,0
51,9/21/21,hm1-3,2021-09-21_hm1-3,7,hm,diamond,3,3,20,1,1,1,0.624,105.78,44.43,0.67,0.059,11.423,0,143.2,15.9,9,0
52,9/21/21,hm1-4,2021-09-21_hm1-4,7,hm,diamond,4,4,20,1,1,1,0.431,92.66,38.92,0.532,0.039,13.668,0,160.6,15.2,10.5,0
53,9/21/21,ul1-1,2021-09-21_ul1-1,7,ul,diamond,1,1,20,1,1,1,0.37,91.14,38.28,0.663,0.046,14.518,0,134.8,11.6,11.6,0
54,9/21/21,ul1-2,2021-09-21_ul1-2,7,ul,diamond,2,2,20,1,1,1,0.393,89.46,37.57,0.708,0.038,18.402,0,125.3,8.4,14.9,0
55,9/21/21,ul1-3,2021-09-21_ul1-3,7,ul,diamond,3,3,20,1,1,1,0.293,61.56,25.86,0.579,0.065,8.891,0,101.1,13.7,7.4,0
56,9/21/21,ul1-4,2021-09-21_ul1-4,7,ul,diamond,4,4,20,1,1,1,0.421,92.4,38.81,0.67,0.037,17.991,0,139.1,9.7,14.3,0
57,9/21/21,hm2-1,2021-09-21_hm2-1,8,hm,diamond,1,1,20,2,1,1,0.335,89.38,37.54,0.537,0.037,14.647,0,155,13.6,11.4,0
58,9/21/21,hm2-2,2021-09-21_hm2-2,8,hm,diamond,2,2,20,2,1,1,0.655,67.24,28.24,0.734,0.158,4.649,0.002,73.9,18.4,4,0
59,9/21/21,hm2-3,2021-09-21_hm2-3,8,hm,diamond,3,3,20,2,1,1,0.412,79.54,33.41,0.619,0.129,4.783,0.002,100.7,25.3,4,0
60,9/21/21,hm2-4,2021-09-21_hm2-4,8,hm,diamond,4,4,20,2,1,1,0.772,118.08,49.59,0.759,0.053,14.413,0,147.8,13.1,11.3,0
61,9/21/21,ul2-1,2021-09-21_ul2-1,8,ul,diamond,1,1,20,2,1,1,0.26,52.44,22.02,0.707,0.166,4.262,0.004,63.4,16.9,3.7,0
62,9/21/21,ul2-2,2021-09-21_ul2-2,8,ul,diamond,2,2,20,2,1,1,0.249,49.02,20.59,0.73,0.224,3.255,0.014,57.3,19.9,2.9,0
63,9/21/21,ul2-3,2021-09-21_ul2-3,8,ul,diamond,3,3,20,2,1,1,0.252,70.14,29.46,0.643,0.087,7.418,0,98.4,15.9,6.2,0
64,9/21/21,ul2-4,2021-09-21_ul2-4,8,ul,diamond,4,4,20,2,1,1,0.166,54.44,22.86,0.859,0.29,2.961,0.021,52.5,19.8,2.7,0
65,9/21/21,hm3-1,2021-09-21_hm3-1,9,hm,diamond,1,1,27,3,1,1,0.805,76.26,32.03,0.841,0.057,14.865,0,84.1,6.6,12.7,0
66,9/21/21,hm3-2,2021-09-21_hm3-2,9,hm,diamond,2,2,27,3,1,1,0.699,60,25.2,0.673,0.043,15.669,0,84.7,6.4,13.3,0
67,9/21/21,hm3-3,2021-09-21_hm3-3,9,hm,diamond,3,3,27,3,1,1,0.452,64.78,27.21,0.585,0.083,7.019,0,93.7,15.9,5.9,0
68,9/21/21,hm3-4,2021-09-21_hm3-4,9,hm,diamond,4,4,27,3,1,1,0.87,82.82,34.78,0.753,0.045,16.561,0,103.5,7.5,13.7,0
69,9/21/21,ul3-1,2021-09-21_ul3-1,9,ul,diamond,1,1,27,3,1,1,0.306,63.27,26.57,0.773,0.139,5.545,0.001,73.8,15.4,4.8,0
70,9/21/21,ul3-2,2021-09-21_ul3-2,9,ul,diamond,2,2,27,3,1,1,0.607,54.18,22.76,0.497,0.054,9.274,0,103.1,13.4,7.7,0
71,9/21/21,ul3-3,2021-09-21_ul3-3,9,ul,diamond,3,3,27,3,1,1,0.416,50.45,21.19,0.788,0.225,3.496,0.01,55.4,17.8,3.1,0
72,9/21/21,ul3-4,2021-09-21_ul3-4,9,ul,diamond,4,4,27,3,1,1,0.384,70.14,29.46,0.731,0.114,6.386,0,87.7,16.2,5.4,0
73,9/21/21,hm4-1,2021-09-21_hm4-1,10,hm,diamond,1,1,27,4,1,1,0.773,104.14,43.74,0.736,0.043,16.958,0,133.1,9.8,13.6,0
74,9/21/21,hm4-2,2021-09-21_hm4-2,10,hm,diamond,2,2,27,4,1,1,1.079,99.22,41.67,0.793,0.057,14.03,0,120,10.5,11.4,0
75,9/21/21,hm4-3,2021-09-21_hm4-3,10,hm,diamond,3,3,27,4,1,1,0.835,69.72,29.28,0.739,0.057,13.049,0,89.7,8.1,11,0
76,9/21/21,hm4-4,2021-09-21_hm4-4,10,hm,diamond,4,4,27,4,1,1,0.789,81.18,34.1,0.64,0.102,6.257,0,111.2,21.6,5.1,0
77,9/21/21,ul4-1,2021-09-21_ul4-1,10,ul,diamond,1,1,27,4,1,1,0.383,68.04,28.58,0.619,0.056,10.979,0,107.5,11.9,9.1,0
78,9/21/21,ul4-2,2021-09-21_ul4-2,10,ul,diamond,2,2,27,4,1,1,0.427,98.28,41.28,0.657,0.048,13.554,0,150.5,14.2,10.6,0
79,9/21/21,ul4-3,2021-09-21_ul4-3,10,ul,diamond,3,3,27,4,1,1,0.356,85.68,35.99,0.767,0.085,9.043,0,105.8,14.1,7.5,0
80,9/21/21,ul4-4,2021-09-21_ul4-4,10,ul,diamond,4,4,27,4,1,1,0.336,88.2,37.04,0.744,0.061,12.164,0,113.3,11.4,10,0
81,9/21/21,hm5-1,2021-09-21_hm5-1,11,hm,diamond,1,1,30,5,1,1,0.623,74.62,31.34,0.684,0.117,5.846,0.001,92.7,18.9,4.9,0
82,9/21/21,hm5-2,2021-09-21_hm5-2,11,hm,diamond,2,2,30,5,1,1,0.589,85.28,35.82,0.593,0.07,8.485,0,125.3,18.3,6.9,0
83,9/21/21,hm5-3,2021-09-21_hm5-3,11,hm,diamond,3,3,30,5,1,1,0.435,77.08,32.37,0.644,0.132,4.885,0.002,103,25.4,4.1,0
84,9/21/21,hm5-4,2021-09-21_hm5-4,11,hm,diamond,4,4,30,5,1,1,0.319,58.8,24.7,0.5,0.045,11.147,0,110.6,12.1,9.2,0
85,9/21/21,ul5-1,2021-09-21_ul5-1,11,ul,diamond,1,1,30,5,1,1,0.397,64.26,26.99,0.656,0.063,10.435,0,93,10.6,8.8,0
86,9/21/21,ul5-2,2021-09-21_ul5-2,11,ul,diamond,2,2,30,5,1,1,0.605,81.06,34.05,0.632,0.057,11.01,0,126.7,14.3,8.9,0
87,9/21/21,ul5-3,2021-09-21_ul5-3,11,ul,diamond,3,3,30,5,1,1,0.517,87.74,36.85,0.606,0.044,13.629,0,147.4,13.8,10.7,0
88,9/21/21,ul5-4,2021-09-21_ul5-4,11,ul,diamond,4,4,30,5,1,1,0.452,100.04,42.02,0.612,0.044,13.813,0,159.7,15,10.7,0
89,9/21/21,hm6-1,2021-09-21_hm6-1,12,hm,diamond,1,1,30,6,1,1,0.733,76.26,32.03,0.782,0.047,16.713,0,91.3,6.5,14.1,0
90,9/21/21,hm6-2,2021-09-21_hm6-2,12,hm,diamond,2,2,30,6,1,1,0.655,82.82,34.78,0.606,0.076,7.953,0,117.9,18.2,6.5,0
91,9/21/21,hm6-3,2021-09-21_hm6-3,12,hm,diamond,3,3,30,6,1,1,0.415,83.64,35.13,0.433,0.041,10.522,0,178,22.5,7.9,0
92,9/21/21,hm6-4,2021-09-21_hm6-4,12,hm,diamond,4,4,30,6,1,1,0.423,82.82,34.78,0.541,0.033,16.408,0,147.7,11.5,12.9,0
93,9/21/21,ul6-1,2021-09-21_ul6-1,12,ul,diamond,1,1,30,6,1,1,0.379,54.6,22.93,0.585,0.047,12.581,0,90,8.5,10.6,0
94,9/21/21,ul6-2,2021-09-21_ul6-2,12,ul,diamond,2,2,30,6,1,1,0.376,58.42,24.54,0.662,0.132,5.014,0.002,77.7,18.1,4.3,0
95,9/21/21,ul6-3,2021-09-21_ul6-3,12,ul,diamond,3,3,30,6,1,1,0.339,84.42,35.46,0.626,0.052,11.951,0,129.3,13.5,9.6,0
96,9/21/21,ul6-4,2021-09-21_ul6-4,12,ul,diamond,4,4,30,6,1,1,0.282,42.18,17.72,0.604,0.163,3.715,0.008,60.4,18.4,3.3,0
97,9/24/21,hm2-1,2021-09-24_hm2-1,2,hm,ewa,1,1,30,1,5,1,0.77,53.3,22.39,1.061,0.272,3.896,0.006,43.2,12.1,3.6,0
98,9/24/21,hm2-2,2021-09-24_hm2-2,2,hm,ewa,2,2,30,1,5,1,0.892,79.54,33.41,0.742,0.147,5.037,0.002,84.7,19.8,4.3,0
99,9/24/21,hm2-3,2021-09-24_hm2-3,2,hm,ewa,3,3,30,1,5,1,0.611,49.2,20.66,0.799,0.144,5.568,0.001,55.8,11.3,5,0
100,9/24/21,hm2-4,2021-09-24_hm2-4,2,hm,ewa,4,4,30,1,5,1,0.647,63.96,26.86,0.864,0.107,8.066,0,66.6,9.5,7,0
101,9/24/21,ul2-1,2021-09-24_ul2-1,2,ul,ewa,1,1,30,1,5,1,0.331,65.84,27.65,0.986,0.247,3.984,0.005,58.1,16.5,3.5,0
102,9/24/21,ul2-2,2021-09-24_ul2-2,2,ul,ewa,2,2,30,1,5,1,0.495,60.13,25.25,1.072,0.469,2.284,0.056,46.3,22.3,2.1,0.1
103,9/24/21,ul2-3,2021-09-24_ul2-3,2,ul,ewa,3,3,30,1,5,1,0.596,90.72,38.1,0.828,0.097,8.542,0,101.7,14.3,7.1,0
104,9/24/21,ul2-4,2021-09-24_ul2-4,2,ul,ewa,4,4,30,1,5,1,0.788,84.42,35.46,0.808,0.105,7.724,0,98.2,15.2,6.5,0
105,9/24/21,hm1-1,2021-09-24_hm1-1,1,hm,ewa,1,1,30,2,5,1,0.843,64.78,27.21,0.921,0.242,3.812,0.007,57,16.8,3.4,0
106,9/24/21,hm1-2,2021-09-24_hm1-2,1,hm,ewa,2,2,30,2,5,1,0.607,55.86,23.46,0.762,0.099,7.722,0,68.1,10.1,6.7,0
107,9/24/21,hm1-3,2021-09-24_hm1-3,1,hm,ewa,3,3,30,2,5,1,0.82,74.34,31.22,0.815,0.09,9.098,0,83.7,10.8,7.7,0
108,9/24/21,hm1-4,2021-09-24_hm1-4,1,hm,ewa,4,4,30,2,5,1,0.579,72.98,30.65,0.912,0.314,2.908,0.023,59.8,23.3,2.6,0
109,9/24/21,ul1-1,2021-09-24_ul1-1,1,ul,ewa,1,1,30,2,5,1,0.344,68.11,28.61,1.012,0.381,2.655,0.033,54.8,23.2,2.4,0
110,9/24/21,ul1-2,2021-09-24_ul1-2,1,ul,ewa,2,2,30,2,5,1,0.325,48.07,20.19,1.81,3.324,0.545,0.603,20.8,39.1,0.5,0.6
111,9/24/21,ul1-3,2021-09-24_ul1-3,1,ul,ewa,3,3,30,2,5,1,0.398,57,23.94,1.126,0.431,2.613,0.035,42.3,17.7,2.4,0
112,9/24/21,ul1-4,2021-09-24_ul1-4,1,ul,ewa,4,4,30,2,5,1,0.329,96.6,40.57,0.81,0.067,12.14,0,113.2,11.4,10,0
113,9/24/21,hm4-1,2021-09-24_hm4-1,4,hm,ewa,1,1,27,3,5,1,0.856,86.92,36.51,0.724,0.092,7.833,0,102.6,15.8,6.5,0
114,9/24/21,hm4-2,2021-09-24_hm4-2,4,hm,ewa,2,2,27,3,5,1,1.029,54.12,22.73,1.007,0.285,3.535,0.01,46.5,14.5,3.2,0
115,9/24/21,hm4-3,2021-09-24_hm4-3,4,hm,ewa,3,3,27,3,5,1,0.989,72.39,30.4,1.043,0.11,9.496,0,65.9,7.9,8.3,0
116,9/24/21,hm4-4,2021-09-24_hm4-4,4,hm,ewa,4,4,27,3,5,1,0.744,94.3,39.61,0.742,0.099,7.536,0,110.4,17.8,6.2,0
117,9/24/21,ul4-1,2021-09-24_ul4-1,4,ul,ewa,1,1,27,3,5,1,0.251,47.12,19.79,1.682,4.204,0.4,0.701,20.9,53.5,0.4,0.7
118,9/24/21,ul4-2,2021-09-24_ul4-2,4,ul,ewa,2,2,27,3,5,1,0.49,64.12,26.93,0.958,0.338,2.831,0.025,55.1,21.8,2.5,0
119,9/24/21,ul4-3,2021-09-24_ul4-3,4,ul,ewa,3,3,27,3,5,1,0.499,79.38,33.34,0.863,0.136,6.36,0,83.2,15.3,5.4,0
120,9/24/21,ul4-4,2021-09-24_ul4-4,4,ul,ewa,4,4,27,3,5,1,0.765,91.98,38.63,0.785,0.092,8.504,0,111.2,15.9,7,0
121,9/24/21,hm3-1,2021-09-24_hm3-1,3,hm,ewa,1,1,27,4,5,1,1,72.24,30.34,1,0.089,11.222,0,69.8,7.2,9.7,0
122,9/24/21,hm3-2,2021-09-24_hm3-2,3,hm,ewa,2,2,27,4,5,1,0.867,80.36,33.75,0.799,0.104,7.711,0,87,13.3,6.5,0
123,9/24/21,hm3-3,2021-09-24_hm3-3,3,hm,ewa,3,3,27,4,5,1,1.017,83.64,35.13,1.034,0.138,7.489,0,76.2,11.8,6.4,0
124,9/24/21,hm3-4,2021-09-24_hm3-4,3,hm,ewa,4,4,27,4,5,1,0.859,131.2,55.1,0.521,0.154,3.386,0.012,187.1,74.2,2.5,0
125,9/24/21,ul3-1,2021-09-24_ul3-1,3,ul,ewa,1,1,27,4,5,1,0.374,59.56,25.02,0.832,0.163,5.092,0.001,63.3,14.2,4.5,0
126,9/24/21,ul3-2,2021-09-24_ul3-2,3,ul,ewa,2,2,27,4,5,1,0.668,58.99,24.78,0.761,0.104,7.326,0,70.5,11.1,6.4,0
127,9/24/21,ul3-3,2021-09-24_ul3-3,3,ul,ewa,3,3,27,4,5,1,0.493,59.85,25.14,0.909,0.291,3.124,0.017,56.2,20.2,2.8,0
128,9/24/21,ul3-4,2021-09-24_ul3-4,3,ul,ewa,4,4,27,4,5,1,0.739,61.56,25.86,1.037,0.486,2.134,0.07,47.8,24.8,1.9,0.1
129,9/24/21,hm6-1,2021-09-24_hm6-1,6,hm,ewa,1,1,20,5,5,1,0.866,88.64,37.23,0.949,0.102,9.314,0,87.4,11.1,7.9,0
130,9/24/21,hm6-2,2021-09-24_hm6-2,6,hm,ewa,2,2,20,5,5,1,0.858,97.58,40.98,0.768,0.093,8.217,0,117.3,17.5,6.7,0
131,9/24/21,hm6-3,2021-09-24_hm6-3,6,hm,ewa,3,3,20,5,5,1,0.805,113.4,47.63,0.787,0.05,15.793,0,143.5,11.5,12.5,0
132,9/24/21,hm6-4,2021-09-24_hm6-4,6,hm,ewa,4,4,20,5,5,1,0.649,97.58,40.98,0.755,0.04,18.671,0,130,8.7,15,0
133,9/24/21,ul6-1,2021-09-24_ul6-1,6,ul,ewa,1,1,20,5,5,1,0.378,72.66,30.52,0.743,0.143,5.211,0.001,86.3,19.5,4.4,0
134,9/24/21,ul6-2,2021-09-24_ul6-2,6,ul,ewa,2,2,20,5,5,1,0.534,56.72,23.82,1.051,0.58,1.813,0.113,43.8,26.5,1.7,0.1
135,9/24/21,ul6-3,2021-09-24_ul6-3,6,ul,ewa,3,3,20,5,5,1,0.543,86.94,36.51,0.794,0.103,7.713,0,101.5,15.8,6.4,0
136,9/24/21,ul6-4,2021-09-24_ul6-4,6,ul,ewa,4,4,20,5,5,1,0.865,117.6,49.39,0.735,0.049,14.978,0,163.6,14.2,11.5,0
137,9/24/21,hm5-1,2021-09-24_hm5-1,5,hm,ewa,1,1,20,6,5,1,0.754,74.76,31.4,0.804,0.054,14.785,0,88.3,7.1,12.5,0
138,9/24/21,hm5-2,2021-09-24_hm5-2,5,hm,ewa,2,2,20,6,5,1,0.685,114.8,48.22,0.692,0.045,15.213,0,156.9,13.3,11.8,0
139,9/24/21,hm5-3,2021-09-24_hm5-3,5,hm,ewa,3,3,20,6,5,1,0.771,97.58,40.98,0.776,0.07,11.021,0,122,13.7,8.9,0
140,9/24/21,hm5-4,2021-09-24_hm5-4,5,hm,ewa,4,4,20,6,5,1,0.668,94.3,39.61,0.827,0.108,7.652,0,105.7,16.7,6.3,0
141,9/24/21,ul5-1,2021-09-24_ul5-1,5,ul,ewa,1,1,20,6,5,1,0.422,65.1,27.34,0.679,0.098,6.903,0,88.4,15.1,5.8,0
142,9/24/21,ul5-2,2021-09-24_ul5-2,5,ul,ewa,2,2,20,6,5,1,0.602,70.98,29.81,0.745,0.124,5.99,0.001,86.2,17,5.1,0
143,9/24/21,ul5-3,2021-09-24_ul5-3,5,ul,ewa,3,3,20,6,5,1,0.61,79.23,33.28,0.781,0.123,6.344,0,93.7,17.6,5.3,0
144,9/24/21,ul5-4,2021-09-24_ul5-4,5,ul,ewa,4,4,20,6,5,1,0.592,105,44.1,0.766,0.07,10.914,0,133.5,15.3,8.7,0
145,9/25/21,hm2-1,2021-09-25_hm2-1,8,hm,diamond,1,1,20,1,5,1,0.847,91.02,38.23,0.772,0.08,9.612,0,109.7,13.9,7.9,0
146,9/25/21,hm2-2,2021-09-25_hm2-2,8,hm,diamond,2,2,20,1,5,1,0.279,109.06,45.81,0.682,0.07,9.744,0,150.9,19.8,7.6,0
147,9/25/21,hm2-3,2021-09-25_hm2-3,8,hm,diamond,3,3,20,1,5,1,0.719,54.94,23.07,0.82,0.11,7.421,0,57.9,8.8,6.6,0
148,9/25/21,hm2-4,2021-09-25_hm2-4,8,hm,diamond,4,4,20,1,5,1,0.52,90.2,37.88,0.732,0.222,3.293,0.013,89.4,32.1,2.8,0
149,9/25/21,ul2-1,2021-09-25_ul2-1,8,ul,diamond,1,1,20,1,5,1,0.286,49.02,20.59,1.031,0.622,1.657,0.141,38,24.8,1.5,0.2
150,9/25/21,ul2-2,2021-09-25_ul2-2,8,ul,diamond,2,2,20,1,5,1,0.453,65.55,27.53,0.919,0.312,2.949,0.021,58.8,22.5,2.6,0
151,9/25/21,ul2-3,2021-09-25_ul2-3,8,ul,diamond,3,3,20,1,5,1,0.43,52.06,21.87,1.171,0.782,1.498,0.178,35.8,25.7,1.4,0.2
152,9/25/21,ul2-4,2021-09-25_ul2-4,8,ul,diamond,4,4,20,1,5,1,0.665,63.84,26.81,0.876,0.19,4.611,0.002,64.9,16.1,4,0
153,9/25/21,hm1-1,2021-09-25_hm1-1,7,hm,diamond,1,1,20,2,5,1,0.747,104.96,44.08,0.637,0.061,10.385,0,147.7,18.1,8.1,0
154,9/25/21,hm1-2,2021-09-25_hm1-2,7,hm,diamond,2,2,20,2,5,1,0.564,58.22,24.45,0.637,0.037,17.38,0,86.5,5.9,14.7,0
155,9/25/21,hm1-3,2021-09-25_hm1-3,7,hm,diamond,3,3,20,2,5,1,0.76,91.02,38.23,0.676,0.031,22.118,0,129.6,7.3,17.8,0
156,9/25/21,hm1-4,2021-09-25_hm1-4,7,hm,diamond,4,4,20,2,5,1,0.735,57,23.94,1.009,0.204,4.953,0.002,53.9,12.2,4.4,0
